KEGG_ID	KEGG_Name	methods	BLCA	KICH	PRAD	BRCA	KIRC	READ	COAD	STAD	LIHC	THCA	LUAD	UCEC	HNSC	LUSC	CESC	CHOL	metaz
hsa05202	Transcriptional misregulation in cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05203	Viral carcinogenesis	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05204	Chemical carcinogenesis - DNA adducts	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05205	Proteoglycans in cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05206	MicroRNAs in cancer	PADOG	2.922709585	0	0	0	0	0	0	0	0	0	0	2.699709718	0	0	1.649023321	0	1.817860656
hsa05207	Chemical carcinogenesis - receptor activation	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05208	Chemical carcinogenesis - reactive oxygen species	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05210	Colorectal cancer	PADOG	0	0	0	0	0	0	0	0	0	2.922709585	0	0	0	0	0	0	0.730677396
hsa05211	Renal cell carcinoma	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05214	Glioma	PADOG	0	0	0	0	0	0	0	0	2.699709718	0	0	0	0	0	0	0	0.674927429
hsa05215	Prostate cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.649023321	0	0.41225583
hsa05216	Thyroid cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05219	Bladder cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05221	Acute myeloid leukemia	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05222	Small cell lung cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05223	Non-small cell lung cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05224	Breast cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05225	Hepatocellular carcinoma	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05226	Gastric cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05230	Central carbon metabolism in cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05231	Choline metabolism in cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	PADOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00010	Glycolysis / Gluconeogenesis	GSA	0	0	0	0	0	0	0	0	0	0	0	0	1.330561513	0	0	1.673211261	0.750943194
hsa00020	Citrate cycle (TCA cycle)	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00030	Pentose phosphate pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.350718218	0.337679554
hsa00190	Oxidative phosphorylation	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00250	Alanine, aspartate and glutamate metabolism	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.673211261	0.418302815
hsa00260	Glycine, serine and threonine metabolism	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.673211261	0.418302815
hsa00330	Arginine and proline metabolism	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.427317592	0.356829398
hsa00564	Glycerophospholipid metabolism	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.350718218	0.337679554
hsa00980	Metabolism of xenobiotics by cytochrome P450	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.350718218	0.337679554
hsa01212	Fatty acid metabolism	GSA	0	0	0	0	0	0	0	0	0	0	0	0	1.673211261	0	0	1.673211261	0.83660563
hsa03022	Basal transcription factors	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03320	PPAR signaling pathway	GSA	0	0	0	1.673211261	0	0	0	0	0	0	0	0	1.673211261	0	0	1.673211261	1.254908446
hsa04010	MAPK signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	1.673211261	0	0	1.330561513	0	0.750943194
hsa04020	Calcium signaling pathway	GSA	0	0	0	1.673211261	0	0	0	0	0	0	0	1.673211261	0	0	1.673211261	0	1.254908446
hsa04024	cAMP signaling pathway	GSA	0	0	0	1.673211261	0	0	0	0	0	0	0	0	0	0	0	0	0.418302815
hsa04060	Cytokine-cytokine receptor interaction	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04062	Chemokine signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04064	NF-kappa B signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04066	HIF-1 signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04110	Cell cycle	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04115	p53 signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04142	Lysosome	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04150	mTOR signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04151	PI3K-Akt signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04210	Apoptosis	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04310	Wnt signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04330	Notch signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04340	Hedgehog signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.330561513	0	0.332640378
hsa04350	TGF-beta signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04370	VEGF signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04510	Focal adhesion	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04512	ECM-receptor interaction	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04514	Cell adhesion molecules	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04520	Adherens junction	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04620	Toll-like receptor signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04630	JAK-STAT signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04660	T cell receptor signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04662	B cell receptor signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04810	Regulation of actin cytoskeleton	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04915	Estrogen signaling pathway	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05160	Hepatitis C	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05161	Hepatitis B	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05165	Human papillomavirus infection	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05166	Human T-cell leukemia virus 1 infection	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05167	Kaposi sarcoma-associated herpesvirus infection	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05169	Epstein-Barr virus infection	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05200	Pathways in cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05202	Transcriptional misregulation in cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05203	Viral carcinogenesis	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05204	Chemical carcinogenesis - DNA adducts	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.350718218	0.337679554
hsa05205	Proteoglycans in cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	1.673211261	0	0	0	0	0.418302815
hsa05206	MicroRNAs in cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05207	Chemical carcinogenesis - receptor activation	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05208	Chemical carcinogenesis - reactive oxygen species	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05210	Colorectal cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05211	Renal cell carcinoma	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05214	Glioma	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05215	Prostate cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05216	Thyroid cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05219	Bladder cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05221	Acute myeloid leukemia	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05222	Small cell lung cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05223	Non-small cell lung cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05224	Breast cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05225	Hepatocellular carcinoma	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05226	Gastric cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05230	Central carbon metabolism in cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05231	Choline metabolism in cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	GSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00010	Glycolysis / Gluconeogenesis	GSEA	0	0.76993274	0	1.504908015	0	0	0	0	0	0	0	0	1.015854525	0	0	0.950587761	1.06032076
hsa00020	Citrate cycle (TCA cycle)	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0.99266802	0	0	0	0.248167005
hsa00030	Pentose phosphate pathway	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0.739794	0	0	0	0.1849485
hsa00190	Oxidative phosphorylation	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00250	Alanine, aspartate and glutamate metabolism	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00260	Glycine, serine and threonine metabolism	GSEA	0	0	0	0.696633441	0	0	0	0	0	0	0	0	0	0	0	0.950587761	0.4118053
hsa00330	Arginine and proline metabolism	GSEA	0.949206344	0.76993274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429784771
hsa00564	Glycerophospholipid metabolism	GSEA	0.735751703	0	0	0.764532932	0	0	0	0	0	0	0	0	0	0	0	0	0.375071159
hsa00980	Metabolism of xenobiotics by cytochrome P450	GSEA	0	1.07546659	0	1.036095339	0	0	0.819221588	0	0	0	0	0	1.024916139	0	0	1.640688949	1.399097152
hsa01212	Fatty acid metabolism	GSEA	0	0	0	1.044214658	0.75785688	0	0	0	0	0	0	0	0.739794	0	0	0	0.635466384
hsa03022	Basal transcription factors	GSEA	0	0	0	0	0	0	0	0	0	0	0.862132153	0	0	0	0	0	0.215533038
hsa03320	PPAR signaling pathway	GSEA	0	0	0	1.656043549	0	0	0	0	0	0	1.006350601	0	2.051978586	2.051978586	0	2.051978586	2.204582477
hsa04010	MAPK signaling pathway	GSEA	2.051978586	0	0	0.953376873	0	0	0	0	0	0	0.916760796	1.316887563	0	0	0	0	1.309750955
hsa04020	Calcium signaling pathway	GSEA	2.051978586	0.909560409	0	1.064775074	0	0	0.714533605	0	0	0	0.957704078	1.692249695	0	0	0.790656631	0	2.045364519
hsa04024	cAMP signaling pathway	GSEA	2.051978586	0.924319487	0	1.504908015	0	0.832476566	0.819221588	0	0	0	0.957704078	2.051978586	0	0	0	0	2.285646726
hsa04060	Cytokine-cytokine receptor interaction	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04062	Chemokine signaling pathway	GSEA	0	0	0	0	0.73954032	0	0	0	0	0	0	0	0	0	0	0	0.18488508
hsa04064	NF-kappa B signaling pathway	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04066	HIF-1 signaling pathway	GSEA	0.790211651	0	0	0.764532932	0.73954032	0	0	0	0	0	0	0.921823404	0	0	0	0	0.804027077
hsa04110	Cell cycle	GSEA	2.051978586	0	0	1.656043549	0.73954032	0	1.461164146	1.096020051	2.051978586	0	1.095883369	2.051978586	2.051978586	2.051978586	2.051978586	1.640688949	5.000302975
hsa04115	p53 signaling pathway	GSEA	0.765741483	0	0	1.211137841	0	0	0.81936184	0	2.051978586	0	1.006350601	0.813088513	1.321730626	2.051978586	2.051978586	0	3.023336665
hsa04142	Lysosome	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04150	mTOR signaling pathway	GSEA	0	0	0.742029882	0	1.165839525	0	0	0	0	0	0	0	0	0	0	0	0.476967352
hsa04151	PI3K-Akt signaling pathway	GSEA	1.402975619	0.76993274	0	0.915712472	0	0	0	0	0	0	0	0.957737528	0	0	0	0	1.01158959
hsa04210	Apoptosis	GSEA	0	0	0	0	0.75785688	0	0	0	0	0	0	0	0	0	0	0	0.18946422
hsa04310	Wnt signaling pathway	GSEA	1.628170313	1.07546659	0	0	0	0	0	0	0	0	0.862132153	0	0	0	0	0	0.891442264
hsa04330	Notch signaling pathway	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04340	Hedgehog signaling pathway	GSEA	2.051978586	0	0	0.729045768	0	0	0	0	0	0	0.957704078	2.051978586	0	0	1.508250866	0	1.824739471
hsa04350	TGF-beta signaling pathway	GSEA	1.245543978	1.01823273	0	0	0	0	0	0	0	0	0	0.878646659	0	0	0	0	0.785605842
hsa04370	VEGF signaling pathway	GSEA	0.90297021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225742553
hsa04510	Focal adhesion	GSEA	1.402975619	0	0	0.827488919	0	0	0	0	0	0	0	1.316887563	0	0	0	0	0.886838025
hsa04512	ECM-receptor interaction	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04514	Cell adhesion molecules	GSEA	0.866223056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216555764
hsa04520	Adherens junction	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04620	Toll-like receptor signaling pathway	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04630	JAK-STAT signaling pathway	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04660	T cell receptor signaling pathway	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04662	B cell receptor signaling pathway	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04810	Regulation of actin cytoskeleton	GSEA	1.355947938	0.780710758	0	0.730690474	0	0	0	0	0	0	0	0	0	0	0	0	0.716837293
hsa04915	Estrogen signaling pathway	GSEA	0.912456329	1.07546659	0.742029882	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682488201
hsa05160	Hepatitis C	GSEA	0	0.909560409	0	0	0	0	0	0	0	0	0	0	0	0	1.008415573	0	0.479493995
hsa05161	Hepatitis B	GSEA	0	0	0	0	0.724824542	0	0	0	0	0	0	0	0	0	0	0	0.181206136
hsa05165	Human papillomavirus infection	GSEA	0	0.76993274	0	0	0	0	0	0	0	0	0	0	0.99266802	0	0	0	0.44065019
hsa05166	Human T-cell leukemia virus 1 infection	GSEA	0	0	0	0	2.051978586	0	0	0	0	0	0	0	0	0	0	0	0.512994646
hsa05167	Kaposi sarcoma-associated herpesvirus infection	GSEA	0	0	0	0	0.719084448	0	0	0	0	0	0	0	0	0	0	0	0.179771112
hsa05169	Epstein-Barr virus infection	GSEA	0	0	0	0	0.75785688	0	0	0	0	0	0	0	0	0	0	0	0.18946422
hsa05200	Pathways in cancer	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05202	Transcriptional misregulation in cancer	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05203	Viral carcinogenesis	GSEA	1.345844621	0	0	1.504908015	1.018467627	0	0	0	0	0	1.003247831	1.322850799	2.051978586	0	2.051978586	0	2.574819017
hsa05204	Chemical carcinogenesis - DNA adducts	GSEA	0	0.909560409	0	1.064775074	0	0	1.023972746	0	0	0	0	0	0.803665818	0	0	2.051978586	1.463488158
hsa05205	Proteoglycans in cancer	GSEA	1.628170313	0.885350565	0	0	0	0	0	0	0	0	0.850083714	1.255420228	0	0	0	0	1.154756205
hsa05206	MicroRNAs in cancer	GSEA	0	0	0	0	0	0	0	1.039785525	0	0	0	0	1.321730626	0	0	0.950587761	0.828025978
hsa05207	Chemical carcinogenesis - receptor activation	GSEA	1.792136452	1.07546659	0	1.034389527	0	0.759689845	2.051978586	0	0	0	0	0	0	0	0	0.950587761	1.91606219
hsa05208	Chemical carcinogenesis - reactive oxygen species	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0.739794	0	0	0	0.1849485
hsa05210	Colorectal cancer	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05211	Renal cell carcinoma	GSEA	0	0	0.742029882	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185507471
hsa05214	Glioma	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05215	Prostate cancer	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05216	Thyroid cancer	GSEA	1.205573336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301393334
hsa05219	Bladder cancer	GSEA	0	0	0	0.953376873	0	0	0	0	0	0	0.850083714	1.209112413	0.938133126	0	1.204303687	0	1.288752453
hsa05221	Acute myeloid leukemia	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05222	Small cell lung cancer	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	1.556952205	0	0	0.950587761	0.626884991
hsa05223	Non-small cell lung cancer	GSEA	1.452090217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363022554
hsa05224	Breast cancer	GSEA	0.756273663	0.76993274	0	0.709087009	0	0	0	0	0	0	0	0	0	0	0	0	0.558823353
hsa05225	Hepatocellular carcinoma	GSEA	0.685421144	1.07546659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440221934
hsa05226	Gastric cancer	GSEA	1.083373085	0.909560409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498233374
hsa05230	Central carbon metabolism in cancer	GSEA	1.02505731	0.689667149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428681115
hsa05231	Choline metabolism in cancer	GSEA	2.051978586	0.986740758	0	1.036095339	0	0	0	0	0	0	0	0.902136154	0	0	0	0	1.244237709
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	GSEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00010	Glycolysis / Gluconeogenesis	ORA	0	0	0	0	2.761152635	0	0	0	2.025402876	0	0	0	0	0	0	4.939363917	2.431479857
hsa00020	Citrate cycle (TCA cycle)	ORA	0	0	0	0	1.955697314	0	0	0	0	0	0	0	0	0	0	0	0.488924328
hsa00030	Pentose phosphate pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00190	Oxidative phosphorylation	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa00250	Alanine, aspartate and glutamate metabolism	ORA	0	0	0	0	2.485303783	0	0	0	4.521289376	0	0	0	1.692377601	0	0	5.48166174	3.545158125
hsa00260	Glycine, serine and threonine metabolism	ORA	0	3.260920088	0	0	3.197717889	0	1.66575043	2.288522911	4.94189237	0	0	0	1.823861105	0	0	5.088592107	5.566814225
hsa00330	Arginine and proline metabolism	ORA	2.220096159	4.232382668	0	0	3.194492476	0	0	1.727059758	3.291710994	0	2.067063425	0	2.841366145	0	0	4.340091203	5.978565707
hsa00564	Glycerophospholipid metabolism	ORA	0	0	0	1.65851323	0	0	0	0	0	0	0	0	0	0	0	1.713435239	0.842987117
hsa00980	Metabolism of xenobiotics by cytochrome P450	ORA	0	4.542054792	2.127644476	2.194153722	2.266701511	2.305555229	3.321170178	2.409543929	7.149961295	0	2.142020091	0	3.847943901	3.437168217	0	5.552398841	10.32407905
hsa01212	Fatty acid metabolism	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08993693	1.022484233
hsa03022	Basal transcription factors	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa03320	PPAR signaling pathway	ORA	0	2.600690864	2.073926861	4.648163484	2.626862621	0	2.769265437	2.117587203	4.559119194	2.198278872	0	0	3.790249112	0	0	5.669259109	8.26335069
hsa04010	MAPK signaling pathway	ORA	3.170835205	0	0	3.039176708	0	0	0	0	0	0	0	2.667123846	0	0	2.29789491	0	2.793757667
hsa04020	Calcium signaling pathway	ORA	4.707860308	5.960143787	5.39160581	4.671995043	3.886254337	8.186553366	6.620991854	4.544318621	0	3.341641916	3.142740895	5.577529548	5.05004756	3.625718841	4.638475726	0	17.3364694
hsa04024	cAMP signaling pathway	ORA	3.535710209	4.631006296	4.1286421	4.721397367	0	4.941981977	4.54517442	3.961464412	0	0	2.884418729	3.99982391	1.982846597	2.492201974	0	0	10.456167
hsa04060	Cytokine-cytokine receptor interaction	ORA	2.358020966	3.152390541	0	4.721397367	6.656167883	4.592417613	6.554275556	3.419925633	3.593890493	3.403400928	3.463492127	2.637205172	5.556214735	4.879132352	0	0	13.74698284
hsa04062	Chemokine signaling pathway	ORA	0	0	0	1.950057002	3.342162718	2.765770269	3.950289755	0	0	0	2.168200487	0	0	2.471944314	0	0	4.162106137
hsa04064	NF-kappa B signaling pathway	ORA	0	0	0	0	2.093355841	0	0	0	0	0	0	0	0	0	0	0	0.52333896
hsa04066	HIF-1 signaling pathway	ORA	0	0	0	0	2.523401828	0	0	0	0	0	0	0	0	0	0	0	0.630850457
hsa04110	Cell cycle	ORA	3.366618581	0	0	2.527036384	0	0	0	4.316659171	3.87989616	0	2.571554804	2.906887434	1.823033905	2.773652093	5.500450159	3.096385926	8.190543654
hsa04115	p53 signaling pathway	ORA	0	0	0	0	0	0	0	2.618287959	1.824116974	2.523811798	0	0	0	0	4.638475726	2.945663668	3.637589031
hsa04142	Lysosome	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04150	mTOR signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04151	PI3K-Akt signaling pathway	ORA	2.446158785	0	0	4.332187205	2.99962348	2.46990049	3.129035812	0	2.454357356	2.330305833	0	3.070929538	2.36698285	1.946301369	2.389249318	0	7.483758009
hsa04210	Apoptosis	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.050712897	0	0.512678224
hsa04310	Wnt signaling pathway	ORA	2.406185321	1.690085965	2.795447434	0	0	2.295258859	2.998480904	1.744216965	0	0	0	1.796154712	0	2.062104812	0	0	4.446983743
hsa04330	Notch signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04340	Hedgehog signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04350	TGF-beta signaling pathway	ORA	0	2.646420798	0	0	0	0	0	0	0	0	0	1.754584561	0	0	0	0	1.10025134
hsa04370	VEGF signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04510	Focal adhesion	ORA	3.729027743	1.834488232	3.390705013	4.188474459	1.75780506	0	0	0	0	2.396268184	0	3.99982391	3.530803813	2.81908481	3.469383459	2.14576188	8.315406641
hsa04512	ECM-receptor interaction	ORA	3.680738236	4.369820926	3.12211954	3.721677812	4.902057486	2.754181042	2.757103955	2.996195384	3.920191728	5.100767152	3.845296641	4.18987222	5.863159392	6.061752124	2.582252991	3.904217088	15.94285093
hsa04514	Cell adhesion molecules	ORA	4.237647157	4.718479385	0	3.535042175	8.557520998	5.813252828	6.546172627	2.996195384	1.93020963	3.403400928	5.38460101	2.986387499	1.749982527	6.70583688	0	0	14.64118226
hsa04520	Adherens junction	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04620	Toll-like receptor signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04630	JAK-STAT signaling pathway	ORA	0	0	0	1.959836009	0	0	0	0	0	0	0	0	0	0	0	0	0.489959002
hsa04660	T cell receptor signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04662	B cell receptor signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa04810	Regulation of actin cytoskeleton	ORA	0	0	0	1.949573913	0	0	0	0	0	0	0	0	0	0	0	0	0.487393478
hsa04915	Estrogen signaling pathway	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05160	Hepatitis C	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05161	Hepatitis B	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05165	Human papillomavirus infection	ORA	0	0	0	1.775356385	2.281334915	0	0	0	0	0	0	0	0	0	2.144283667	0	1.550243742
hsa05166	Human T-cell leukemia virus 1 infection	ORA	0	0	0	0	2.537692916	0	0	0	0	0	0	0	0	1.887786511	0	0	1.106369857
hsa05167	Kaposi sarcoma-associated herpesvirus infection	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa05169	Epstein-Barr virus infection	ORA	0	0	0	0	2.258793522	0	0	0	0	0	0	0	0	0	0	0	0.564698381
hsa05200	Pathways in cancer	ORA	2.718800968	2.599675481	0	3.449102802	3.491677951	3.141548545	3.828977033	2.210668247	2.28104409	2.932259341	2.018000556	3.700033804	1.982846597	3.230283754	2.464340289	0	10.01231486
hsa05202	Transcriptional misregulation in cancer	ORA	3.249053195	0	0	3.337040635	0	1.941827476	0	0	2.887679437	2.414377339	0	2.461915416	1.982846597	3.130296576	0	0	5.351259168
hsa05203	Viral carcinogenesis	ORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
